AVAIL|ACTIVE_FEATURES|CPUS|TMP_DISK|FREE_MEM|AVAIL_FEATURES|GROUPS|OVERSUBSCRIBE|TIMELIMIT|MEMORY|HOSTNAMES|NODE_ADDR|PRIO_TIER|ROOT|JOB_SIZE|STATE|USER|VERSION|WEIGHT|S:C:T|NODES(A/I) |MAX_CPUS_PER_NODE |CPUS(A/I/O/T) |NODES |REASON |NODES(A/I/O/T) |GRES |TIMESTAMP |PRIO_JOB_FACTOR |DEFAULTTIME |PREEMPT_MODE |NODELIST |CPU_LOAD |PARTITION |PARTITION |ALLOCNODES |STATE |USER |CLUSTER |SOCKETS |CORES |THREADS 
up|node158,centos6|16|0|N/A|node158,centos6|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node158|node158|10|no|1-infinite|drain*|root|N/A|1|2:8:1|0/0 |UNLIMITED |0/0/16/16 |1 |roll_to_c7 |0/0/1/1 |gpu:1 |2022-01-25T13:05:10 |10 |n/a |OFF |node158 |N/A |sched_mit_hill |sched_mit_hill |all |drained* |root(0) |N/A |2 |8 |1 
up|node163,centos6|16|0|N/A|node163,centos6|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node163|node163|10|no|1-infinite|drain*|root|N/A|1|2:8:1|0/0 |UNLIMITED |0/0/16/16 |1 |roll_to_c7 |0/0/1/1 |gpu:1 |2022-01-25T13:25:12 |10 |n/a |OFF |node163 |N/A |sched_mit_hill |sched_mit_hill |all |drained* |root(0) |N/A |2 |8 |1 
up|node167,centos6|16|0|N/A|node167,centos6|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node167|node167|10|no|1-infinite|drain*|root|N/A|1|2:8:1|0/0 |UNLIMITED |0/0/16/16 |1 |pcie_error_bad_ib_card |0/0/1/1 |gpu:1 |2022-01-25T17:34:03 |10 |n/a |OFF |node167 |N/A |sched_mit_hill |sched_mit_hill |all |drained* |root(0) |N/A |2 |8 |1 
up|node169,centos6|16|0|N/A|node169,centos6|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node169|node169|10|no|1-infinite|drain*|root|N/A|1|2:8:1|0/0 |UNLIMITED |0/0/16/16 |1 |check_eth_and_update |0/0/1/1 |gpu:1 |2022-01-26T09:49:24 |10 |n/a |OFF |node169 |N/A |sched_mit_hill |sched_mit_hill |all |drained* |root(0) |N/A |2 |8 |1 
up|node186,centos7|16|0|N/A|node186,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node186|node186|10|no|1-infinite|drain*|root|N/A|1|2:8:1|0/0 |UNLIMITED |0/0/16/16 |1 |ib_card_bad |0/0/1/1 |(null) |2021-10-26T07:53:48 |10 |n/a |OFF |node186 |N/A |sched_mit_hill |sched_mit_hill |all |drained* |root(0) |N/A |2 |8 |1 
up|node195,centos7|16|0|N/A|node195,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node195|node195|10|no|1-infinite|drain*|root|N/A|1|2:8:1|0/0 |UNLIMITED |0/0/16/16 |1 |bad_ib_card |0/0/1/1 |(null) |2022-02-10T17:32:49 |10 |n/a |OFF |node195 |N/A |sched_mit_hill |sched_mit_hill |all |drained* |root(0) |N/A |2 |8 |1 
up|node385,centos6|20|0|N/A|node385,centos6|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node385|node385|10|no|1-infinite|drain*|root|N/A|1|2:10:1|0/0 |UNLIMITED |0/0/20/20 |1 |no_carrier_eth |0/0/1/1 |(null) |2020-11-10T11:02:10 |10 |n/a |OFF |node385 |N/A |sched_mit_hill |sched_mit_hill |all |drained* |root(0) |N/A |2 |10 |1 
up|node033,centos7|16|0|N/A|node033,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node033|node033|10|no|1-infinite|drain|root|N/A|1|2:8:1|0/0 |UNLIMITED |0/0/16/16 |1 |ib_10gbps |0/0/1/1 |gpu:1 |2022-01-26T16:37:39 |10 |n/a |OFF |node033 |0.01 |sched_mit_hill |sched_mit_hill |all |drained |root(0) |N/A |2 |8 |1 
up|node030,centos7|16|0|N/A|node030,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node030|node030|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |8/8/0/16 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node030 |8.99 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node035,centos7|16|0|N/A|node035,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node035|node035|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |15/1/0/16 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node035 |13.15 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node046,centos7|16|0|N/A|node046,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node046|node046|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |15/1/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node046 |9.88 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node052,centos7|16|0|N/A|node052,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node052|node052|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |8/8/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node052 |11.21 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node073,centos7|16|0|N/A|node073,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node073|node073|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |15/1/0/16 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node073 |6.32 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node088,centos7|16|0|N/A|node088,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node088|node088|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |15/1/0/16 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node088 |13.11 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node092,centos7|16|0|N/A|node092,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node092|node092|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |15/1/0/16 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node092 |4.51 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node093,centos7|16|0|N/A|node093,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node093|node093|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |15/1/0/16 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node093 |9.84 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node094,centos7|16|0|N/A|node094,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node094|node094|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |15/1/0/16 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node094 |9.51 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node120,centos7|16|0|N/A|node120,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node120|node120|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |15/1/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node120 |2.58 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node126,centos7|16|0|N/A|node126,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node126|node126|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |15/1/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node126 |5.19 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node139,centos7|16|0|N/A|node139,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node139|node139|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |15/1/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node139 |9.03 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node140,centos7|16|0|N/A|node140,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node140|node140|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |15/1/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node140 |8.63 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node143,centos7|16|0|N/A|node143,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node143|node143|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |15/1/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node143 |9.17 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node161,centos7|16|0|N/A|node161,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node161|node161|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |15/1/0/16 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node161 |103.54 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node162,centos7|16|0|N/A|node162,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node162|node162|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |15/1/0/16 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node162 |8.98 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node166,centos7|16|0|N/A|node166,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node166|node166|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |15/1/0/16 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node166 |8.80 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node168,centos7|16|0|N/A|node168,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node168|node168|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |15/1/0/16 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node168 |9.06 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node175,centos7|32|0|N/A|node175,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node175|node175|10|no|1-infinite|mix|Unknown|N/A|1|2:8:2|1/0 |UNLIMITED |24/8/0/32 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node175 |31.75 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |2 
up|node183,centos7|16|0|N/A|node183,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node183|node183|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |5/11/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node183 |8.84 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node184,centos7|16|0|N/A|node184,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node184|node184|10|no|1-infinite|mix|root|N/A|1|2:8:1|1/0 |UNLIMITED |8/8/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node184 |14.90 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |8 |1 
up|node190,centos7|16|0|N/A|node190,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node190|node190|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |8/8/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node190 |14.71 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node196,centos7|16|0|N/A|node196,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node196|node196|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |15/1/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node196 |6.04 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node197,centos7|16|0|N/A|node197,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node197|node197|10|no|1-infinite|mix|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |14/2/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node197 |5.28 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |8 |1 
up|node235,centos7|48|0|N/A|node235,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|128000|node235|node235|10|no|1-infinite|mix|Unknown|N/A|1|2:12:2|1/0 |UNLIMITED |32/16/0/48 |1 |none |1/0/0/1 |gpu:8 |Unknown |10 |n/a |OFF |node235 |29.43 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |12 |2 
up|node331,centos6|20|0|N/A|node331,centos6|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node331|node331|10|no|1-infinite|mix|root|N/A|1|2:10:1|1/0 |UNLIMITED |16/4/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node331 |16.01 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |10 |1 
up|node332,centos6|20|0|N/A|node332,centos6|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node332|node332|10|no|1-infinite|mix|root|N/A|1|2:10:1|1/0 |UNLIMITED |16/4/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node332 |16.01 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |10 |1 
up|node333,centos6|20|0|N/A|node333,centos6|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node333|node333|10|no|1-infinite|mix|root|N/A|1|2:10:1|1/0 |UNLIMITED |16/4/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node333 |16.00 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |10 |1 
up|node334,centos6|20|0|N/A|node334,centos6|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node334|node334|10|no|1-infinite|mix|root|N/A|1|2:10:1|1/0 |UNLIMITED |16/4/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node334 |16.00 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |10 |1 
up|node335,centos6|20|0|N/A|node335,centos6|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node335|node335|10|no|1-infinite|mix|root|N/A|1|2:10:1|1/0 |UNLIMITED |16/4/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node335 |16.03 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |10 |1 
up|node336,centos6|20|0|N/A|node336,centos6|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node336|node336|10|no|1-infinite|mix|root|N/A|1|2:10:1|1/0 |UNLIMITED |16/4/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node336 |16.00 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |10 |1 
up|node337,centos6|20|0|N/A|node337,centos6|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node337|node337|10|no|1-infinite|mix|root|N/A|1|2:10:1|1/0 |UNLIMITED |16/4/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node337 |16.02 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |10 |1 
up|node338,centos6|20|0|N/A|node338,centos6|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node338|node338|10|no|1-infinite|mix|root|N/A|1|2:10:1|1/0 |UNLIMITED |16/4/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node338 |16.00 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |10 |1 
up|node362,centos7|20|0|N/A|node362,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node362|node362|10|no|1-infinite|mix|root|N/A|1|2:10:1|1/0 |UNLIMITED |8/12/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node362 |9.01 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |10 |1 
up|node363,centos7|20|0|N/A|node363,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node363|node363|10|no|1-infinite|mix|root|N/A|1|2:10:1|1/0 |UNLIMITED |16/4/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node363 |16.07 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |10 |1 
up|node364,centos7|20|0|N/A|node364,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node364|node364|10|no|1-infinite|mix|root|N/A|1|2:10:1|1/0 |UNLIMITED |16/4/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node364 |16.07 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |10 |1 
up|node365,centos7|20|0|N/A|node365,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node365|node365|10|no|1-infinite|mix|root|N/A|1|2:10:1|1/0 |UNLIMITED |16/4/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node365 |16.09 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |10 |1 
up|node366,centos7|20|0|N/A|node366,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node366|node366|10|no|1-infinite|mix|root|N/A|1|2:10:1|1/0 |UNLIMITED |16/4/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node366 |16.15 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |10 |1 
up|node369,centos7|20|0|N/A|node369,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node369|node369|10|no|1-infinite|mix|Unknown|N/A|1|2:10:1|1/0 |UNLIMITED |8/12/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node369 |0.01 |sched_mit_hill |sched_mit_hill |all |mixed |Unknown |N/A |2 |10 |1 
up|node372,centos7|20|0|N/A|node372,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node372|node372|10|no|1-infinite|mix|root|N/A|1|2:10:1|1/0 |UNLIMITED |8/12/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node372 |0.01 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |10 |1 
up|node386,centos7|20|0|N/A|node386,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node386|node386|10|no|1-infinite|mix|root|N/A|1|2:10:1|1/0 |UNLIMITED |8/12/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node386 |8.09 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |10 |1 
up|node387,centos7|20|0|N/A|node387,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node387|node387|10|no|1-infinite|mix|root|N/A|1|2:10:1|1/0 |UNLIMITED |8/12/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node387 |8.03 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |10 |1 
up|node388,centos7|20|0|N/A|node388,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|63000|node388|node388|10|no|1-infinite|mix|root|N/A|1|2:10:1|1/0 |UNLIMITED |8/12/0/20 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node388 |8.01 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |10 |1 
up|node967,centos7|28|0|N/A|node967,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node967|node967|10|no|1-infinite|mix|root|N/A|1|2:14:1|1/0 |UNLIMITED |16/12/0/28 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node967 |16.27 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |14 |1 
up|node968,centos7|28|0|N/A|node968,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node968|node968|10|no|1-infinite|mix|root|N/A|1|2:14:1|1/0 |UNLIMITED |16/12/0/28 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node968 |16.05 |sched_mit_hill |sched_mit_hill |all |mixed |root(0) |N/A |2 |14 |1 
up|node007,centos7|16|0|N/A|node007,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node007|node007|10|no|1-infinite|alloc|root|N/A|1|2:8:1|1/0 |UNLIMITED |16/0/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node007 |17.78 |sched_mit_hill |sched_mit_hill |all |allocated |root(0) |N/A |2 |8 |1 
up|node008,centos7|16|0|N/A|node008,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node008|node008|10|no|1-infinite|alloc|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |16/0/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node008 |14.31 |sched_mit_hill |sched_mit_hill |all |allocated |Unknown |N/A |2 |8 |1 
up|node009,centos7|16|0|N/A|node009,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node009|node009|10|no|1-infinite|alloc|root|N/A|1|2:8:1|1/0 |UNLIMITED |16/0/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node009 |16.06 |sched_mit_hill |sched_mit_hill |all |allocated |root(0) |N/A |2 |8 |1 
up|node010,centos7|16|0|N/A|node010,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node010|node010|10|no|1-infinite|alloc|root|N/A|1|2:8:1|1/0 |UNLIMITED |16/0/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node010 |14.56 |sched_mit_hill |sched_mit_hill |all |allocated |root(0) |N/A |2 |8 |1 
up|node011,centos7|16|0|N/A|node011,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node011|node011|10|no|1-infinite|alloc|root|N/A|1|2:8:1|1/0 |UNLIMITED |16/0/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node011 |16.93 |sched_mit_hill |sched_mit_hill |all |allocated |root(0) |N/A |2 |8 |1 
up|node012,centos7|16|0|N/A|node012,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node012|node012|10|no|1-infinite|alloc|root|N/A|1|2:8:1|1/0 |UNLIMITED |16/0/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node012 |16.03 |sched_mit_hill |sched_mit_hill |all |allocated |root(0) |N/A |2 |8 |1 
up|node013,centos7|16|0|N/A|node013,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node013|node013|10|no|1-infinite|alloc|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |16/0/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node013 |34.86 |sched_mit_hill |sched_mit_hill |all |allocated |Unknown |N/A |2 |8 |1 
up|node014,centos7|16|0|N/A|node014,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node014|node014|10|no|1-infinite|alloc|root|N/A|1|2:8:1|1/0 |UNLIMITED |16/0/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node014 |9.03 |sched_mit_hill |sched_mit_hill |all |allocated |root(0) |N/A |2 |8 |1 
up|node015,centos7|16|0|N/A|node015,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node015|node015|10|no|1-infinite|alloc|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |16/0/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node015 |15.23 |sched_mit_hill |sched_mit_hill |all |allocated |Unknown |N/A |2 |8 |1 
up|node016,centos7|16|0|N/A|node016,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node016|node016|10|no|1-infinite|alloc|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |16/0/0/16 |1 |none |1/0/0/1 |(null) |Unknown |10 |n/a |OFF |node016 |12.35 |sched_mit_hill |sched_mit_hill |all |allocated |Unknown |N/A |2 |8 |1 
up|node019,centos7|16|0|N/A|node019,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node019|node019|10|no|1-infinite|alloc|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |16/0/0/16 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node019 |10.69 |sched_mit_hill |sched_mit_hill |all |allocated |Unknown |N/A |2 |8 |1 
up|node020,centos7|16|0|N/A|node020,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node020|node020|10|no|1-infinite|alloc|root|N/A|1|2:8:1|1/0 |UNLIMITED |16/0/0/16 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node020 |16.01 |sched_mit_hill |sched_mit_hill |all |allocated |root(0) |N/A |2 |8 |1 
up|node021,centos7|16|0|N/A|node021,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node021|node021|10|no|1-infinite|alloc|root|N/A|1|2:8:1|1/0 |UNLIMITED |16/0/0/16 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node021 |16.09 |sched_mit_hill |sched_mit_hill |all |allocated |root(0) |N/A |2 |8 |1 
up|node022,centos7|16|0|N/A|node022,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node022|node022|10|no|1-infinite|alloc|root|N/A|1|2:8:1|1/0 |UNLIMITED |16/0/0/16 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node022 |17.13 |sched_mit_hill |sched_mit_hill |all |allocated |root(0) |N/A |2 |8 |1 
up|node025,centos7|16|0|N/A|node025,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node025|node025|10|no|1-infinite|alloc|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |16/0/0/16 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node025 |14.94 |sched_mit_hill |sched_mit_hill |all |allocated |Unknown |N/A |2 |8 |1 
up|node026,centos7|16|0|N/A|node026,centos7|sched_mit_hill,slurm_admin|NO|12:00:00|64000|node026|node026|10|no|1-infinite|alloc|Unknown|N/A|1|2:8:1|1/0 |UNLIMITED |16/0/0/16 |1 |none |1/0/0/1 |gpu:1 |Unknown |10 |n/a |OFF |node026 |17.00 |sched_mit_hill |sched_mit_hill |all |allocated |Unknown |N/A |2 |8 |1 
